date,account,medal_id,value
2025-10-22,Thombay,dragon,749.0
2025-10-22,Thombay,electric,3055.0
2025-10-22,Thombay,expert_navigator,51.0
2025-10-22,Thombay,fairy,2159.0
2025-10-22,Thombay,fighting,2434.0
2025-10-22,Thombay,fire,2682.0
2025-10-22,Thombay,fisher,87.0
2025-10-22,Thombay,flying,5886.0
2025-10-22,Thombay,galar,51.0
2025-10-22,Thombay,gentleman,553.0
2025-10-22,Thombay,ghost,2093.0
2025-10-22,Thombay,grass,3789.0
2025-10-22,Thombay,great_league_veteran,214.0
2025-10-22,Thombay,ground,3004.0
2025-10-22,Thombay,gym_leader,12966.0
2025-10-22,Thombay,hero,1022.0
2025-10-22,Thombay,hisui,6.0
2025-10-22,Thombay,hoenn,132.0
2025-10-22,Thombay,ice,1593.0
2025-10-22,Thombay,idol,72.0
2025-10-22,Thombay,jogger,6870.0
2025-10-22,Thombay,johto,100.0
2025-10-22,Thombay,jumbo_pokemon_collector,136.0
2025-10-22,Thombay,kalos,65.0
2025-10-22,Thombay,kanto,151.0
2025-10-22,Thombay,life_of_a_party,259.0
2025-10-22,Thombay,master_league_veteran,169.0
2025-10-22,Thombay,mega_evolution_guru,27.0
2025-10-22,Thombay,normal,12354.0
2025-10-22,Thombay,paldea,48.0
2025-10-22,Thombay,picnicker,489.0
2025-10-22,Thombay,pikachu_fan,359.0
2025-10-22,Thombay,pilot,693653.0
2025-10-22,Thombay,poison,6099.0
2025-10-22,Thombay,pokemon_caught,46922.0
2025-10-22,Thombay,pokemon_ranger,1046.0
2025-10-22,Thombay,pokestops_visited,37349.0
2025-10-22,Thombay,psychic,4960.0
2025-10-22,Thombay,purifier,503.0
2025-10-22,Thombay,raid_expert,308.0
2025-10-22,Thombay,rising_star,151.0
2025-10-22,Thombay,rising_star_duo,392.0
2025-10-22,Thombay,rock,2555.0
2025-10-22,Thombay,scientist,1706.0
2025-10-22,Thombay,showcase_star,3.0
2025-10-22,Thombay,sightseer,1930.0
2025-10-22,Thombay,sinnoh,100.0
2025-10-22,Thombay,steel,1817.0
2025-10-22,Thombay,successor,291.0
2025-10-22,Thombay,tiny_pokemon_collector,145.0
2025-10-22,Thombay,triathlete,94.0
2025-10-22,Thombay,ultra_hero,10.0
2025-10-22,Thombay,ultra_league_veteran,130.0
2025-10-22,Thombay,unova,155.0
2025-10-22,Thombay,unown,6.0
2025-10-22,Thombay,water,7050.0
2025-10-22,Thombay,wayfarer,6.0
2025-10-22,Thombay,youngster,107.0
2025-11-16,Thombay,ace_trainer,486.0
2025-11-16,Thombay,alola,64.0
2025-11-16,Thombay,backpacker,40404.0
2025-11-16,Thombay,battle_girl,1767.0
2025-11-16,Thombay,battle_legend,348.0
2025-11-16,Thombay,berry_master,13871.0
2025-11-16,Thombay,best_buddy,8.0
2025-11-16,Thombay,breeder,1559.0
2025-11-16,Thombay,bug,5083.0
2025-11-16,Thombay,cameraman,130.0
2025-11-16,Thombay,champion,211.0
2025-11-16,Thombay,collector,50695.0
2025-11-16,Thombay,community_member,4.0
2025-11-16,Thombay,dark,3397.0
2025-11-16,Thombay,distance_walked,7060.0
2025-11-16,Thombay,dragon,903.0
2025-11-16,Thombay,electric,3211.0
2025-11-16,Thombay,expert_navigator,52.0
2025-11-16,Thombay,fairy,2740.0
2025-11-16,Thombay,fighting,2567.0
2025-11-16,Thombay,fire,2852.0
2025-11-16,Thombay,fisher,88.0
2025-11-16,Thombay,flying,6378.0
2025-11-16,Thombay,galar,56.0
2025-11-16,Thombay,gentleman,605.0
2025-11-16,Thombay,ghost,2546.0
2025-11-16,Thombay,grass,4389.0
2025-11-16,Thombay,great_league_veteran,214.0
2025-11-16,Thombay,ground,3107.0
2025-11-16,Thombay,gym_leader,13448.0
2025-11-16,Thombay,hero,1063.0
